Название,Время отклика,Порты USB 3.1 (Type-C),Графический,Тип матрицы,Веб-камера,Диагональ экрана,Гарантия,Рейтинг,Порты USB 3.0 (Type-C),Количество ядер,Процессор,Количество отзывов,Подсветка клавиш,Выходная мощность адаптера питания,Емкость,Сенсорный,Максимальное число потоков,Соотношение сторон,Тип вилки,Яркость,Количество ячеек,Частота обновления,Операционная система,Объем оперативной памяти,Вес,Цена,Для геймеров,Количество высокопроизводительных ядер,Порты USB 3.2 (Type-C),Количество слотов оперативной
ноутбук apple macbook pro 16 m2 pro 12-core cpu/19-core gpu/16gb/512gb silver (mnwc3),0.0,0.0,15,2,1,16,12,0.0,0.0,12.0,9,0.0,1.0,0,100.0,0.0,0.0,0,0,1000.0,0.0,120.0,7,16.0,2.15,294490,0.0,19.0,0.0,0.0
ноутбук apple macbook pro 16 m2 pro 12-core cpu/19-core gpu/16gb/512gb space gray (mnw83),0.0,0.0,15,2,1,16,12,0.0,0.0,12.0,9,0.0,1.0,0,100.0,0.0,0.0,0,0,1000.0,0.0,120.0,7,16.0,2.15,294490,0.0,19.0,0.0,0.0
ноутбук xiaomi redmi g pro 16.1 2022 (jyu4499cn),0.0,0.0,31,2,1,15,12,0.0,0.0,8.0,140,0.0,1.0,0,80.0,0.0,0.0,1,6,500.0,0.0,240.0,9,16.0,0.0,155790,1.0,0.0,1.0,0.0
ноутбук chuwi corebook xpro (cwi530-508e2e1hrmxx),0.0,0.0,90,2,1,13,12,0.0,2.0,4.0,51,0.0,1.0,0,0.0,0.0,8.0,0,0,0.0,0.0,0.0,9,8.0,1.78,41290,0.0,0.0,0.0,0.0
ноутбук chuwi corebook xpro 15.6 i5-1235u 8+512gb,0.0,0.0,72,2,1,13,12,0.0,0.0,10.0,60,0.0,1.0,0,69.99,0.0,12.0,2,0,0.0,0.0,60.0,9,8.0,1.78,51690,0.0,0.0,1.0,0.0
ноутбук chuwi corebook x 14 i5-1235u 16+512gb,0.0,0.0,72,2,1,6,12,0.0,0.0,10.0,60,0.0,1.0,0,46.2,0.0,12.0,4,0,0.0,0.0,60.0,9,16.0,1.36,52990,0.0,0.0,1.0,0.0
ноутбук chuwi corebook xpro 15.6 i3-1215u 16+512gb,0.0,0.0,90,2,1,13,12,0.0,0.0,6.0,32,0.0,1.0,0,69.99,0.0,8.0,2,0,0.0,0.0,60.0,9,16.0,1.78,46290,0.0,0.0,1.0,0.0
ноутбук chuwi corebook x 14 i5-1235u 16gb+1tb,0.0,0.0,72,2,1,6,12,0.0,0.0,10.0,60,0.0,1.0,0,46.2,0.0,12.0,4,0,0.0,0.0,60.0,9,16.0,1.36,56990,0.0,0.0,1.0,0.0
ноутбук chuwi corebook xpro 15.6 i5-1235u 16+512gb,0.0,0.0,72,2,1,13,12,0.0,0.0,10.0,60,0.0,1.0,0,69.99,0.0,12.0,2,0,0.0,0.0,60.0,9,16.0,1.78,54690,0.0,0.0,1.0,0.0
ноутбук chuwi corebook xpro i5-10210u 8/512gb,0.0,0.0,90,2,1,13,12,0.0,0.0,4.0,51,0.0,1.0,0,6060.0,0.0,8.0,0,0,0.0,0.0,60.0,9,8.0,1.78,44990,0.0,0.0,0.0,0.0
ноутбук apple macbook air 13 m1/8gb/256gb silver (mgn93),0.0,0.0,12,2,1,4,12,0.0,0.0,8.0,1,0.0,1.0,0,0.0,0.0,0.0,0,0,400.0,0.0,60.0,7,8.0,1.29,101990,0.0,0.0,0.0,0.0
ноутбук horizont h-book 15 mak4 (t32e3w),0.0,0.0,53,2,1,12,12,5.0,1.0,2.0,31,0.0,1.0,0,4350.0,0.0,4.0,0,4,0.0,0.0,60.0,9,8.0,1.8,43999,0.0,0.0,0.0,1.0
ноутбук horizont h-book 15 maк4 (t52e4w),0.0,0.0,72,2,1,12,12,5.0,1.0,4.0,59,0.0,1.0,0,4350.0,0.0,8.0,0,4,0.0,0.0,60.0,9,8.0,1.8,53999,0.0,0.0,0.0,1.0
ноутбук horizont h-book 15 maк4 (t74e4w),0.0,0.0,72,2,1,12,12,5.0,1.0,4.0,89,0.0,1.0,0,4350.0,0.0,8.0,0,4,0.0,0.0,60.0,9,16.0,1.8,66999,0.0,0.0,0.0,1.0
ноутбук haier ax1500sd,0.0,0.0,83,2,1,13,12,0.0,1.0,4.0,122,0.0,0.0,0,3400.0,0.0,8.0,0,0,0.0,0.0,60.0,10,8.0,1.73,35190,0.0,0.0,0.0,2.0
ноутбук thunderobot 911 plus pro (jt009ue07ru),0.0,0.0,31,0,1,18,12,0.0,0.0,8.0,62,0.0,1.0,0,4550.0,0.0,0.0,0,0,0.0,0.0,144.0,9,16.0,2.5,105190,0.0,0.0,1.0,2.0
ноутбук haier s15 d,0.0,0.0,72,2,1,13,12,0.0,0.0,4.0,57,0.0,0.0,0,3175.0,0.0,8.0,0,0,0.0,0.0,60.0,10,16.0,1.59,54490,0.0,0.0,1.0,2.0
ноутбук razer blade 15 ch8-nt (rz09-0421nec3-r3e1),0.0,0.0,35,2,1,13,12,0.0,0.0,14.0,94,0.0,1.0,0,0.0,0.0,20.0,0,0,0.0,0.0,360.0,9,16.0,2.02,261599,0.0,0.0,0.0,2.0
ноутбук razer blade 15 ch8-nt (rz09-0421ned3-r3e1),0.0,0.0,35,2,1,13,12,0.0,0.0,14.0,94,0.0,1.0,0,0.0,0.0,20.0,0,0,0.0,0.0,240.0,9,16.0,2.02,261599,0.0,0.0,0.0,2.0
ноутбук razer blade 17 d8.5-nt (rz09-0423qed3-r3e1),0.0,0.0,35,2,1,18,12,0.0,0.0,14.0,101,0.0,1.0,0,0.0,0.0,20.0,0,0,0.0,0.0,240.0,9,16.0,2.5,293199,0.0,0.0,0.0,2.0
ноутбук razer blade 15 ch8.5-nt (rz09-0421neg3-r3e1),0.0,0.0,35,6,1,13,12,0.0,0.0,14.0,94,0.0,1.0,0,0.0,0.0,20.0,0,0,0.0,0.0,240.0,9,16.0,2.02,293199,0.0,0.0,0.0,2.0
ноутбук apple macbook air 13 m2 8/256gb midnight (mly33),0.0,0.0,14,2,1,5,12,0.0,2.0,8.0,7,0.0,1.0,0,52.6,0.0,0.0,0,0,500.0,0.0,60.0,7,8.0,1.24,152590,0.0,0.0,0.0,0.0
ноутбук apple macbook air 13 m1/8/256gb space gray (mgn63),0.0,0.0,12,5,1,3,12,0.0,0.0,8.0,1,0.0,0.0,0,19.9,0.0,0.0,0,0,400.0,0.0,0.0,7,8.0,1.29,99590,0.0,0.0,0.0,0.0
игровой ноутбук thunderobot zero g3 ultra orange (jt009n00bru),0.0,0.0,47,2,1,14,12,5.0,0.0,24.0,104,0.0,0.0,0,0.0,0.0,32.0,0,0,0.0,0.0,240.0,9,32.0,2.58,299999,1.0,0.0,0.0,2.0
игровой ноутбук thunderobot zero g3 ultra (jt009l00bru),0.0,0.0,47,2,1,14,12,5.0,0.0,24.0,104,0.0,0.0,0,0.0,0.0,32.0,0,0,0.0,0.0,240.0,9,32.0,2.58,299999,1.0,0.0,0.0,2.0
игровой ноутбук thunderobot zero g3 pro 7 (jt009u00bru),0.0,0.0,43,2,1,14,12,5.0,0.0,16.0,97,0.0,0.0,0,0.0,0.0,24.0,0,0,0.0,0.0,240.0,9,16.0,2.58,164999,1.0,0.0,0.0,2.0
игровой ноутбук thunderobot 911 plus g3 x (jt009t00bru),0.0,0.0,41,0,1,18,12,5.0,0.0,12.0,64,0.0,1.0,0,0.0,0.0,16.0,0,0,0.0,0.0,144.0,9,16.0,2.5,119999,1.0,0.0,1.0,2.0
ноутбук acer aspire 5 a515-57-334p (nx.k3ker.00d),0.0,0.0,72,2,1,13,12,0.0,0.0,6.0,32,0.0,1.0,0,0.0,0.0,8.0,0,4,250.0,0.0,60.0,10,8.0,1.8,46990,0.0,0.0,1.0,2.0
ноутбук acer predator helios 300 ph315-55-766f (nh.qgmer.004),0.0,0.0,38,2,1,13,12,0.0,0.0,14.0,93,0.0,1.0,0,90.0,0.0,20.0,0,4,0.0,0.0,165.0,10,16.0,0.0,191990,1.0,0.0,1.0,2.0
ноутбук acer aspire 5 a515-57-524a (nx.k3ker.00b),0.0,0.0,72,2,1,13,12,0.0,0.0,10.0,60,0.0,1.0,0,50.0,0.0,12.0,0,4,250.0,0.0,60.0,9,8.0,0.0,66990,0.0,0.0,1.0,2.0
ноутбук acer aspire 3 a315-24p-r490 (nx.kdeer.00e),0.0,0.0,77,2,1,13,12,0.0,0.0,4.0,131,0.0,0.0,0,0.0,0.0,8.0,0,4,250.0,0.0,60.0,10,8.0,1.78,47990,0.0,0.0,1.0,0.0
ноутбук chuwi corebook xpro 15,0.0,0.0,72,2,1,13,12,0.0,1.0,10.0,60,0.0,1.0,0,4000.0,0.0,0.0,0,0,0.0,0.0,60.0,9,16.0,1.78,54690,0.0,0.0,0.0,0.0
ноутбук chuwi corebook xpro 16gb/512gb/i3-1215u,0.0,0.0,90,2,1,13,12,0.0,1.0,6.0,32,0.0,1.0,0,4000.0,0.0,0.0,0,0,0.0,0.0,60.0,9,16.0,1.78,46290,0.0,0.0,0.0,0.0
ноутбук haier i1400fm (jb0b16e00ru),0.0,1.0,72,2,1,7,12,5.0,1.0,10.0,60,0.0,1.0,0,4330.0,0.0,12.0,1,0,0.0,0.0,60.0,9,16.0,1.33,59999,0.0,0.0,0.0,2.0
игровой ноутбук thunderobot 911 m g3 pro (jt009m00bru),0.0,0.0,43,2,1,13,12,0.0,0.0,12.0,64,0.0,1.0,0,0.0,0.0,16.0,0,0,0.0,0.0,165.0,9,16.0,2.1,129999,1.0,0.0,2.0,2.0
игровой ноутбук thunderobot 911 m g3 pro 7 (jt009v00bru),0.0,0.0,43,2,1,13,12,0.0,0.0,14.0,96,0.0,1.0,0,0.0,0.0,20.0,0,0,0.0,0.0,165.0,9,16.0,2.1,134999,1.0,0.0,2.0,2.0
ноутбук apple macbook pro 16 m2 pro/16/1tb space gray (mnw93),0.0,0.0,15,2,1,16,12,0.0,0.0,12.0,9,0.0,1.0,0,0.0,0.0,0.0,0,0,0.0,0.0,120.0,7,16.0,2.15,313190,0.0,19.0,0.0,0.0
ноутбук apple macbook air 13 m2/8/512gb starlight (mly23),0.0,0.0,14,2,1,5,12,0.0,0.0,8.0,7,0.0,1.0,0,52.6,0.0,0.0,0,0,0.0,0.0,60.0,7,8.0,1.24,181990,0.0,8.0,0.0,0.0
ноутбук apple macbook pro 14 m2 pro/16/1tb space gray (mphf3),0.0,0.0,15,2,1,8,12,0.0,0.0,12.0,9,0.0,1.0,0,0.0,0.0,0.0,0,0,1000.0,0.0,120.0,7,16.0,1.6,308690,0.0,19.0,0.0,0.0
ноутбук apple macbook pro 16 m2 pro/16/512gb silver (mnwc3),0.0,0.0,15,2,1,16,12,0.0,0.0,10.0,9,0.0,1.0,0,0.0,0.0,0.0,0,0,0.0,0.0,120.0,7,16.0,2.15,294490,0.0,19.0,0.0,0.0
ноутбук apple macbook pro 14 m2 pro/16/1tb silver (mphj3),0.0,0.0,15,2,1,8,12,0.0,0.0,12.0,9,0.0,1.0,0,0.0,0.0,0.0,0,0,1000.0,0.0,120.0,7,16.0,1.6,308690,0.0,19.0,0.0,0.0
ноутбук apple macbook pro 16 m2 pro/16/512gb space gray (mnw83),0.0,0.0,15,2,1,16,12,0.0,0.0,10.0,9,0.0,1.0,0,0.0,0.0,0.0,0,0,0.0,0.0,120.0,7,16.0,2.15,294490,0.0,19.0,0.0,0.0
ноутбук apple macbook pro 13 m2/8/256gb silver (mnep3),0.0,0.0,14,2,1,4,12,0.0,0.0,8.0,7,0.0,1.0,0,58.2,0.0,0.0,0,0,0.0,0.0,60.0,7,8.0,1.4,147790,0.0,8.0,0.0,0.0
ноутбук apple macbook air 13 m1/8/256gb silver (mgn93),0.0,0.0,12,2,1,4,12,0.0,0.0,8.0,1,0.0,0.0,0,49.9,0.0,0.0,0,0,400.0,0.0,60.0,7,8.0,1.4,109790,0.0,8.0,0.0,0.0
ноутбук apple macbook pro 14 m1 pro/16/1tb space gray (mkgq3),0.0,0.0,13,2,1,8,12,0.0,0.0,10.0,4,0.0,1.0,0,0.0,0.0,0.0,0,0,1000.0,0.0,120.0,7,16.0,1.61,239290,0.0,16.0,0.0,0.0
ноутбук apple macbook pro 16 m1 pro/16/1tb silver (mk1f3),0.0,0.0,13,2,1,16,12,0.0,0.0,10.0,4,0.0,1.0,0,0.0,0.0,0.0,0,0,1000.0,0.0,120.0,7,16.0,2.15,253590,0.0,16.0,0.0,0.0
ноутбук apple macbook pro 13 m2/8/512gb silver (mneq3),0.0,0.0,14,2,1,4,12,0.0,0.0,8.0,7,0.0,1.0,0,58.2,0.0,0.0,0,0,0.0,0.0,60.0,7,8.0,1.4,182490,0.0,8.0,0.0,0.0
ноутбук apple macbook pro 13 m2/8/512gb space gray (mnej3),0.0,0.0,14,2,1,4,12,0.0,0.0,8.0,7,0.0,1.0,0,58.2,0.0,0.0,0,0,0.0,0.0,60.0,7,8.0,1.4,182490,0.0,8.0,0.0,0.0
ноутбук apple macbook pro 16 m1 pro/16/512gb silver (mk1e3),0.0,0.0,13,2,1,16,12,0.0,0.0,10.0,4,0.0,1.0,0,0.0,0.0,0.0,0,0,1000.0,0.0,120.0,7,16.0,2.15,239290,0.0,16.0,0.0,0.0
ноутбук apple macbook air 13 m1/8/256gb space gray (mgn63),0.0,0.0,12,2,1,4,12,0.0,0.0,8.0,1,0.0,1.0,0,49.9,0.0,0.0,0,0,400.0,0.0,60.0,7,8.0,1.4,109790,0.0,8.0,0.0,0.0
ноутбук apple macbook air 13 m2/8/512gb midnight (mlx43),0.0,0.0,14,2,1,5,12,0.0,0.0,8.0,7,0.0,1.0,0,52.6,0.0,0.0,0,0,0.0,0.0,60.0,7,8.0,1.24,181990,0.0,8.0,0.0,0.0
ноутбук apple macbook pro 14 m1 pro/16/512gb silver (mkgr3),0.0,0.0,13,2,1,8,12,0.0,0.0,8.0,4,0.0,1.0,0,0.0,0.0,0.0,0,0,1000.0,0.0,120.0,7,16.0,1.61,210690,0.0,14.0,0.0,0.0
ноутбук apple macbook air 13 m1/8/256gb gold (mgnd3),0.0,0.0,12,2,1,4,12,0.0,0.0,8.0,1,0.0,1.0,0,49.9,0.0,0.0,0,0,400.0,0.0,60.0,7,8.0,1.4,109790,0.0,8.0,0.0,0.0
ноутбук apple macbook air 13 m2/8/256gb silver (mlxy3),0.0,0.0,14,2,1,5,12,0.0,0.0,8.0,7,0.0,1.0,0,52.6,0.0,0.0,0,0,0.0,0.0,60.0,7,8.0,1.24,144490,0.0,8.0,0.0,0.0
ноутбук apple macbook pro 14 m2 pro/16/512gb space gray (mphe3),0.0,0.0,15,2,1,8,12,0.0,0.0,10.0,9,0.0,1.0,0,0.0,0.0,0.0,0,0,1000.0,0.0,120.0,7,16.0,1.6,261390,0.0,16.0,0.0,0.0
ноутбук apple macbook air 13 m2/8/256gb midnight (mly33),0.0,0.0,14,2,1,5,12,0.0,0.0,8.0,7,0.0,1.0,0,52.6,0.0,0.0,0,0,0.0,0.0,60.0,7,8.0,1.24,144490,0.0,8.0,0.0,0.0
ноутбук apple macbook air 13 m2/8/512gb silver (mly03),0.0,0.0,14,2,1,5,12,0.0,0.0,8.0,7,0.0,1.0,0,52.6,0.0,0.0,0,0,0.0,0.0,60.0,7,8.0,1.24,181990,0.0,8.0,0.0,0.0
ноутбук apple macbook pro 16 m1 pro/16/512gb space gray (mk183),0.0,0.0,13,2,1,16,12,0.0,0.0,10.0,4,0.0,1.0,0,0.0,0.0,0.0,0,0,1000.0,0.0,120.0,7,16.0,2.15,239290,0.0,16.0,0.0,0.0
ноутбук apple macbook pro 13 m2/8/256gb space gray (mneh3),0.0,0.0,14,2,1,4,12,0.0,0.0,8.0,7,0.0,1.0,0,58.2,0.0,0.0,0,0,0.0,0.0,60.0,7,8.0,1.4,147790,0.0,8.0,0.0,0.0
ноутбук apple macbook air 13 m2/8/256gb starlight (mly13),0.0,0.0,14,2,1,5,12,0.0,0.0,8.0,7,0.0,1.0,0,52.6,0.0,0.0,0,0,0.0,0.0,60.0,7,8.0,1.24,144490,0.0,8.0,0.0,0.0
ноутбук apple macbook air 13 m2/8/512gb space gray (mlxx3),0.0,0.0,14,2,1,5,12,0.0,0.0,8.0,7,0.0,1.0,0,52.6,0.0,0.0,0,0,0.0,0.0,60.0,7,8.0,1.24,181990,0.0,8.0,0.0,0.0
ноутбук msi pulse gl76 (12udk-281xru),0.0,0.0,26,2,1,18,12,5.0,0.0,14.0,93,0.0,1.0,0,53.5,0.0,0.0,0,0,0.0,3.0,144.0,5,16.0,2.6,103290,1.0,0.0,1.0,2.0
ноутбук msi gf63 thin (11ud-223xru),0.0,0.0,26,2,1,13,12,0.0,0.0,6.0,58,0.0,1.0,0,51.0,0.0,0.0,0,0,0.0,3.0,144.0,5,8.0,0.0,71890,1.0,0.0,1.0,2.0
ноутбук msi creator z16 (a12uet-063ru),0.0,0.0,31,2,1,14,12,0.0,2.0,14.0,93,0.0,1.0,0,90.0,0.0,0.0,0,0,0.0,4.0,120.0,9,16.0,2.2,155290,0.0,0.0,0.0,2.0
ноутбук haier p1510sm (jb0b15e00ru),0.0,0.0,92,2,1,13,12,5.0,1.0,4.0,113,0.0,1.0,0,5000.0,0.0,4.0,0,4,0.0,0.0,60.0,9,8.0,1.6,32999,0.0,0.0,0.0,0.0
ноутбук apple macbook air 13 m1 (2020) 8/256gb space gray (mgn63),0.0,0.0,12,2,1,4,12,0.0,0.0,8.0,1,0.0,1.0,0,49.9,0.0,0.0,0,0,400.0,0.0,60.0,7,8.0,1.29,97590,0.0,0.0,0.0,0.0
ноутбук apple macbook air 13 m2 8/256gb starlight (mlxy3),0.0,0.0,14,2,1,5,12,0.0,0.0,8.0,7,0.0,1.0,0,52.6,0.0,0.0,0,0,0.0,0.0,60.0,7,8.0,1.24,144490,0.0,8.0,0.0,0.0
ноутбук apple macbook air 13 m2 8/256gb midnight (mly33),0.0,0.0,14,2,1,5,12,0.0,0.0,8.0,7,0.0,1.0,0,52.6,0.0,0.0,0,0,0.0,0.0,60.0,7,8.0,1.24,144490,0.0,8.0,0.0,0.0
ноутбук xiaomi redmi g pro 16.1 2022 (jyu4501cn),0.0,0.0,25,2,1,15,12,0.0,0.0,6.0,129,0.0,1.0,0,5200.0,0.0,0.0,0,0,0.0,0.0,240.0,9,16.0,2.3,124790,1.0,0.0,1.0,0.0
ноутбук honor magicbook 14 2021 8+512gb space gray (5301afls),0.0,0.0,77,2,1,6,12,5.0,0.0,6.0,125,0.0,1.0,0,56.0,0.0,12.0,0,0,0.0,0.0,60.0,9,8.0,1.38,49999,0.0,0.0,0.0,0.0
игровой ноутбук aorus 15 bsf (2023),0.0,0.0,45,2,1,13,12,0.0,0.0,14.0,96,0.0,1.0,0,0.0,0.0,20.0,0,0,0.0,0.0,165.0,9,16.0,2.25,215990,1.0,0.0,1.0,2.0
ноутбук machenike mc-14xi512500hq90hbm00r2,0.0,0.0,72,2,1,6,12,0.0,0.0,12.0,63,0.0,1.0,0,65.0,0.0,16.0,0,0,0.0,0.0,90.0,10,16.0,1.46,71990,0.0,0.0,0.0,2.0
ноутбук lenovo ideapad 3 gen 7 (82rn00aqrk),0.0,0.0,77,2,1,13,12,0.0,0.0,6.0,128,0.0,0.0,0,36.0,0.0,12.0,2,4,0.0,0.0,0.0,9,16.0,0.0,79990,0.0,0.0,1.0,1.0
ноутбук lenovo ideapad l3 gen 5 (81y300sxrk),0.0,0.0,18,2,1,13,12,0.0,0.0,4.0,51,0.0,0.0,0,36.0,0.0,8.0,2,4,0.0,0.0,60.0,5,8.0,0.0,47990,0.0,0.0,1.0,1.0
ноутбук lenovo thinkpad l13 gen 3 (21b4s2u500),0.0,0.0,72,2,1,4,12,0.0,0.0,10.0,60,0.0,1.0,0,46.0,0.0,12.0,1,4,0.0,0.0,60.0,5,8.0,0.0,82990,0.0,0.0,1.0,0.0
ноутбук lenovo ideapad 5 pro gen 6 (82l900arru),0.0,0.0,21,2,1,14,12,0.0,0.0,4.0,55,0.0,1.0,0,75.0,0.0,8.0,1,4,0.0,0.0,120.0,9,16.0,0.0,119990,0.0,0.0,1.0,0.0
ноутбук lenovo thinkpad l13 gen 3 (21bas0sd00),0.0,0.0,77,2,1,4,12,0.0,0.0,10.0,60,0.0,1.0,0,46.0,0.0,12.0,1,4,0.0,0.0,60.0,5,16.0,0.0,99990,0.0,0.0,2.0,0.0
ноутбук lenovo thinkbook 15 gen 2 (20ve0099ru),0.0,0.0,21,2,0,13,12,0.0,0.0,4.0,57,0.0,1.0,0,45.0,0.0,0.0,2,4,0.0,0.0,0.0,5,0.0,1.7,95990,0.0,0.0,1.0,0.0
ноутбук lenovo thinkpad l13 gen 3 (21b4s2u400),0.0,0.0,72,2,1,4,12,0.0,0.0,10.0,60,0.0,1.0,0,46.0,0.0,12.0,1,4,0.0,0.0,60.0,5,16.0,0.0,89990,0.0,0.0,1.0,0.0
ноутбук lenovo thinkpad x13 gen 3 (21bqs3st00),0.0,0.0,72,2,1,4,12,0.0,0.0,10.0,90,0.0,1.0,0,41.0,0.0,12.0,1,4,0.0,0.0,0.0,5,8.0,0.0,129290,0.0,0.0,0.0,0.0
ноутбук lenovo ideapad 5 pro gen 6 (82l900dwrk),0.0,0.0,21,2,1,14,12,0.0,0.0,4.0,56,0.0,1.0,0,75.0,0.0,8.0,1,4,0.0,0.0,120.0,5,16.0,0.0,93990,0.0,0.0,1.0,0.0
ноутбук apple macbook air m1 2020 gray (mgn63),0.0,0.0,12,2,1,4,12,0.0,0.0,8.0,1,0.0,1.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,7,8.0,1.29,97590,0.0,8.0,0.0,0.0
ноутбук apple macbook air 13 m2 8+256gb space grey (a2681),0.0,0.0,95,2,0,5,12,0.0,0.0,8.0,7,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,7,8.0,1.24,135990,0.0,8.0,0.0,0.0
ноутбук apple macbook air 13 m2 8+256gb starlight (a2681),0.0,0.0,73,2,0,5,12,0.0,0.0,8.0,7,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,7,8.0,1.24,135990,0.0,8.0,0.0,0.0
ноутбук lenovo ideapad gaming 3 gen7 (82sa00dhrk),0.0,1.0,26,2,1,14,24,0.0,0.0,12.0,63,0.0,1.0,0,71.0,0.0,16.0,1,4,0.0,0.0,165.0,5,16.0,0.0,99990,0.0,0.0,0.0,2.0
ноутбук lenovo ideapad gaming 3 gen7 (82sa00dkrk),0.0,0.0,26,2,1,14,24,0.0,0.0,14.0,93,0.0,1.0,0,71.0,0.0,20.0,1,4,0.0,0.0,165.0,5,16.0,0.0,131890,0.0,0.0,0.0,2.0
ноутбук lenovo legion 5 gen6 (82ju019yrk),0.0,0.0,33,2,1,13,24,0.0,0.0,8.0,137,0.0,1.0,0,80.0,0.0,16.0,2,4,0.0,0.0,165.0,10,32.0,0.0,169990,0.0,0.0,2.0,2.0
ноутбук machenike s16-i712700h30606gq165hgmd0r2,0.0,0.0,31,2,1,14,12,0.0,0.0,14.0,93,0.0,1.0,0,0.0,0.0,20.0,0,0,0.0,0.0,165.0,10,16.0,2.7,99990,0.0,0.0,1.0,2.0
ноутбук machenike s16-i912900h30606gq165hgmq0r2,0.0,0.0,31,2,1,14,12,0.0,0.0,14.0,101,0.0,1.0,0,0.0,0.0,20.0,0,0,0.0,0.0,165.0,10,32.0,2.7,118990,0.0,0.0,1.0,2.0
ноутбук machenike s16-i712700h3050ti4gf165hgmd0r,0.0,0.0,26,2,1,14,12,0.0,0.0,14.0,93,0.0,1.0,0,0.0,0.0,20.0,0,0,0.0,0.0,165.0,10,16.0,2.7,78190,0.0,0.0,1.0,2.0
ноутбук machenike s16-i512450h30504gf165hgms0r2,0.0,0.0,25,2,1,14,12,0.0,0.0,8.0,62,0.0,1.0,0,0.0,0.0,12.0,0,0,0.0,0.0,165.0,10,8.0,2.7,67290,0.0,0.0,1.0,2.0
ноутбук machenike s16-i512450h3050ti4gf165hgmd0r,0.0,0.0,26,2,1,14,12,0.0,0.0,8.0,62,0.0,1.0,0,0.0,0.0,12.0,0,0,0.0,0.0,165.0,10,16.0,2.7,74190,0.0,0.0,2.0,2.0
ноутбук machenike s16-i912900h30606gq165hgmqdr2,0.0,0.0,31,2,1,14,12,0.0,0.0,14.0,101,0.0,1.0,0,0.0,0.0,20.0,0,0,0.0,0.0,165.0,10,32.0,2.7,127190,0.0,0.0,1.0,2.0
ультрабук msi modern 14 (c12m-238ru),0.0,0.0,72,2,0,6,12,5.0,0.0,10.0,90,0.0,1.0,0,0.0,0.0,12.0,0,0,0.0,3.0,60.0,9,8.0,1.4,57899,0.0,0.0,1.0,0.0
ноутбук acer aspire 5 a517-53g-57mw (nx.k9qer.006),0.0,0.0,89,2,1,18,12,0.0,0.0,12.0,61,0.0,1.0,0,0.0,0.0,16.0,0,4,0.0,0.0,60.0,10,16.0,2.19,89990,0.0,0.0,0.0,0.0
ноутбук acer aspire 5 a517-53g-58m9 (nx.k66er.008),0.0,0.0,22,2,1,18,12,0.0,0.0,10.0,60,0.0,1.0,0,0.0,0.0,12.0,0,4,0.0,0.0,60.0,10,8.0,2.19,77990,0.0,0.0,0.0,0.0
ноутбук huawei matebook 13 r7 3700u/16/512 space gray (hn-w29r),0.0,0.0,78,2,1,3,12,0.0,2.0,4.0,134,0.0,1.0,0,0.0,0.0,8.0,0,0,0.0,0.0,60.0,9,16.0,1.31,79990,0.0,0.0,0.0,0.0
игровой ноутбук machenike l15 (l15-i512450h30504gf144lsms0r2),0.0,0.0,25,2,1,13,12,0.0,0.0,8.0,62,0.0,1.0,0,53.35,0.0,12.0,0,0,0.0,0.0,144.0,5,8.0,0.0,71999,1.0,0.0,1.0,1.0
игровой ноутбук machenike s16 (s16-i512450h3050ti4gf165hgmd0r),0.0,0.0,26,2,1,14,12,0.0,0.0,8.0,62,0.0,1.0,0,0.0,0.0,12.0,0,0,0.0,0.0,165.0,5,16.0,0.0,84999,1.0,0.0,2.0,2.0
игровой ноутбук machenike s16 (s16-i712700h3050ti4gf165hgmd0r),0.0,0.0,26,2,1,14,12,0.0,0.0,14.0,93,0.0,1.0,0,0.0,0.0,20.0,0,0,0.0,0.0,165.0,5,16.0,0.0,89999,1.0,0.0,2.0,2.0
игровой ноутбук machenike s16 (s16-i712700h30606gq165hgmd0r2),0.0,0.0,31,2,1,14,12,0.0,0.0,14.0,93,0.0,1.0,0,0.0,0.0,20.0,0,0,0.0,0.0,165.0,5,16.0,0.0,109499,1.0,0.0,1.0,2.0
ноутбук lenovo ideapad 1 14igl05 (81vu00h3ru),0.0,0.0,91,8,1,6,12,0.0,0.0,2.0,18,0.0,0.0,0,0.0,0.0,2.0,0,4,0.0,0.0,60.0,9,4.0,1.4,24990,0.0,0.0,0.0,0.0
игровой ноутбук acer nitro 5 an515-45 (nh.qb9er.004),0.0,0.0,16,2,1,13,12,0.0,0.0,6.0,126,0.0,1.0,0,0.0,0.0,12.0,0,0,0.0,0.0,60.0,10,8.0,2.3,67990,1.0,0.0,1.0,0.0
ноутбук lenovo ideapad 3 14ada05 (81w000vkru),0.0,0.0,77,8,1,6,12,0.0,0.0,4.0,122,0.0,0.0,0,45.0,0.0,8.0,2,4,0.0,0.0,0.0,9,8.0,0.0,44990,0.0,0.0,0.0,1.0
ноутбук acer extensa 15 ex215-22-r1rc (nx.eg9er.018),0.0,0.0,77,8,1,13,12,0.0,0.0,2.0,117,0.0,0.0,0,0.0,0.0,4.0,0,0,0.0,0.0,60.0,9,8.0,1.9,43990,0.0,0.0,0.0,0.0
